1477204502482,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   37  TSBusVPU '
1477204502492,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   40  TSBusVPU '
1477204502495,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   41  TSBusVPU '
1477204502499,Under Voltage(20) :0.0,Time :14:35:08:928000, u'Bus   44  TSBusVPU '
1477204502503,Under Voltage(20) :0.0,Time :14:35:08:928000, u'Bus   48  TSBusVPU '
1477204502508,Under Voltage(20) :0.0,Time :14:35:03:928000, u'Bus   53  TSBusVPU '
1477204502510,Under Voltage(20) :0.0,Time :14:35:08:928000, u'Bus   54  TSBusVPU '
1477204502584,Over Voltage(5) :1.05,Time :14:35:06:928000, u'Bus   31  TSBusVPU '
1477204502625,Over Voltage(5) :1.05,Time :14:35:01:928000, u'Bus   53  TSBusVPU '
1477204510124,Over Frequency :60.52,Time :14:35:09:929000, u'Bus   1  Frequency '
1477204510124,Over Frequency :60.51,Time :14:35:09:929000, u'Bus   3  Frequency '
1477204510124,Over Frequency :60.54,Time :14:35:09:929000, u'Bus   5  Frequency '
1477204510125,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   10  Frequency '
1477204510125,Over Frequency :60.52,Time :14:35:09:929000, u'Bus   12  Frequency '
1477204510126,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   13  Frequency '
1477204510131,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   17  Frequency '
1477204510131,Over Frequency :60.53,Time :14:35:09:929000, u'Bus   18  Frequency '
1477204510132,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   19  Frequency '
1477204510141,Over Frequency :60.52,Time :14:35:09:929000, u'Bus   27  Frequency '
1477204510142,Over Frequency :60.53,Time :14:35:11:929000, u'Bus   28  Frequency '
1477204510146,Over Frequency :60.5,Time :14:35:09:929000, u'Bus   30  Frequency '
1477204510147,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   31  Frequency '
1477204510154,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   35  Frequency '
1477204510154,Over Frequency :60.53,Time :14:35:09:929000, u'Bus   37  Frequency '
1477204510155,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   38  Frequency '
1477204510156,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   39  Frequency '
1477204510156,Over Frequency :60.52,Time :14:35:09:929000, u'Bus   40  Frequency '
1477204510156,Over Frequency :60.5,Time :14:35:09:929000, u'Bus   41  Frequency '
1477204510157,Over Frequency :60.72,Time :14:35:09:929000, u'Bus   44  Frequency '
1477204510167,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   55  Frequency '
1477204510168,Over Frequency :60.51,Time :14:35:11:929000, u'Bus   56  Frequency '
1477204510188,Under Frequency :59.4,Time :14:35:09:929000, u'Bus   15  Frequency '
1477204510201,Under Frequency :59.4,Time :14:35:09:929000, u'Bus   21  Frequency '
1477204510201,Under Frequency :59.4,Time :14:35:09:929000, u'Bus   24  Frequency '
1477204510245,Under Frequency :59.4,Time :14:35:09:929000, u'Bus   48  Frequency '
1477204510249,Under Frequency :59.4,Time :14:35:09:929000, u'Bus   54  Frequency '
1477204510256,Under Voltage(5) :0.89,Time :14:35:09:929000, u'Bus   1  TSBusVPU '
1477204510256,Under Voltage(5) :0.91,Time :14:35:09:929000, u'Bus   3  TSBusVPU '
1477204510257,Under Voltage(5) :0.94,Time :14:35:09:929000, u'Bus   5  TSBusVPU '
1477204510259,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   10  TSBusVPU '
1477204510260,Under Voltage(5) :0.0,Time :14:35:11:929000, u'Bus   12  TSBusVPU '
1477204510262,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   13  TSBusVPU '
1477204510262,Under Voltage(5) :0.92,Time :14:35:09:929000, u'Bus   15  TSBusVPU '
1477204510264,Under Voltage(5) :0.0,Time :14:35:14:929000, u'Bus   17  TSBusVPU '
